first_use_any_dt,first_use_any_dt_raw,first_use_com_dt,first_use_com_dt_raw,class_intl_count,class_primary_cd,class_status_cd,class_status_dt,class_us_count,class_id,serial_no
,18940000,,18940000,1,037,9,1983-03-01,1,805,71003648
,18890700,,18890700,1,046,9,1983-03-01,1,806,71003649
,18890700,,18890700,1,046,9,1986-07-15,1,807,71003651
,18910100,,18910100,1,040,9,1988-12-21,1,808,71003661
1896-01-05,18960105,1896-01-05,18960105,1,040,9,1988-12-22,1,809,71003663
,18800000,,18800000,1,038,6,1999-11-02,1,810,71003667
1898-05-01,18980501,1898-05-01,18980501,1,037,9,1988-12-28,1,811,71003670
,18780000,,18780000,1,018,9,1988-12-21,1,812,71003685
,18870000,,18870000,1,045,9,1983-03-01,1,813,71003719
1905-04-25,19050425,1905-04-25,19050425,1,018,6,1999-11-02,1,814,71003725
1905-04-25,19050425,1905-04-25,19050425,1,052,9,1983-03-01,1,815,71003726
1892-12-06,18921206,1892-12-06,18921206,1,018,9,1983-03-01,1,816,71003756
1891-02-15,18910215,1891-02-15,18910215,1,034,9,2006-05-13,1,817,71003791
,18900000,,18900000,1,049,9,1988-12-27,1,818,71003799
1888-10-22,18881022,1888-10-22,18881022,1,046,9,2008-05-23,1,820,71003824
,18930600,,18930600,1,042,9,1983-03-01,1,821,71003866
,18810000,,18810000,1,034,9,2006-08-05,1,822,71003883
1883-07-01,18830701,1883-07-01,18830701,1,028,9,2006-08-12,1,823,71003907
,19010000,,19010000,1,023,9,2007-07-14,1,824,71003924
,18860800,,18860800,1,016,9,1983-03-01,1,825,71003935
1901-01-15,19010115,1901-01-15,19010115,1,032,9,2006-09-16,1,826,71003939
,18850000,,18850000,1,022,9,2007-03-03,1,827,71003951
,18650000,,18650000,1,022,6,1999-11-02,1,828,71003953
,18940000,,18940000,1,022,9,2007-02-17,1,829,71003962
,18910600,,18910600,1,046,9,2006-07-01,1,831,71004006
,18530000,,18530000,1,036,6,1999-11-02,1,832,71004019
1878-06-15,18780615,1878-06-15,18780615,1,036,6,1999-11-02,1,833,71004020
1895-12-03,18951203,1895-12-03,18951203,1,046,1,2010-05-25,1,834,71004100
1898-06-14,18980614,1898-06-14,18980614,1,046,6,1999-11-02,1,835,71004101
,18920500,,18920500,1,004,9,1983-03-01,1,836,71004105
,19040000,,19040000,1,016,9,1983-03-01,1,837,71004135
,18920400,,18920400,1,034,9,1988-12-27,1,838,71004160
,18800000,,18800000,1,036,9,2006-10-03,1,839,71004219
1905-03-01,19050301,1905-03-01,19050301,1,039,9,2006-11-25,1,840,71004266
1878-07-16,18780716,1878-07-16,18780716,1,046,9,1983-03-01,1,841,71004281
,18940000,,18940000,1,022,6,1999-11-02,1,844,71004314
,18630000,,18630000,1,051,6,1999-11-02,1,845,71004375
,18680800,,18680800,1,042,9,1983-03-01,1,846,71004441
1854-09-18,18540918,1854-09-18,18540918,1,001,9,1986-07-14,1,847,71004442
1901-02-15,19010215,1901-02-15,19010215,1,035,9,2006-09-30,1,848,71004488
1903-09-01,19030901,1903-09-01,19030901,1,035,9,1983-03-01,1,849,71004499
,18990300,,18990300,1,035,9,1983-03-01,1,850,71004500
1868-07-28,18680728,1868-07-28,18680728,1,015,2,2020-03-16,1,851,71004550
,19030000,,19030000,1,023,9,2006-08-05,1,852,71004558
,18600800,,18600800,1,049,9,1986-05-13,1,853,71004610
1892-05-24,18920524,1892-05-24,18920524,1,039,9,1988-12-22,1,854,71004621
1898-02-01,18980201,1898-02-01,18980201,1,039,9,1983-03-01,1,855,71004622
,19000000,,19000000,1,039,6,1999-11-02,1,856,71004652
,19000700,,19000700,1,035,6,1999-11-02,1,857,71004653
1902-01-01,19020101,1902-01-01,19020101,1,039,9,1983-03-01,1,858,71004677
,18990100,,18990100,1,045,9,1988-12-28,1,859,71004685
,18950000,,18950000,1,026,9,1983-03-01,1,860,71004690
1886-06-26,18860626,1886-06-26,18860626,1,040,9,1992-11-03,1,861,71004724
,18810100,,18810100,1,034,9,2006-06-03,1,862,71004734
1903-12-08,19031208,1903-12-08,19031208,1,046,9,1983-03-01,1,863,71004756
1903-12-18,19031218,1903-12-18,19031218,1,046,9,1986-07-15,1,864,71004757
1898-06-01,18980601,1898-06-01,18980601,1,046,9,1983-03-01,1,865,71004759
,19031100,,19031100,1,046,9,1986-07-14,1,866,71004852
1896-10-05,18961005,1896-10-05,18961005,1,018,9,1988-12-21,1,867,71004891
1896-10-20,18961020,1896-10-20,18961020,1,018,9,1988-12-28,1,868,71004892
1893-01-20,18930120,1893-01-20,18930120,1,006,6,1983-03-01,1,869,71004893
1900-01-25,19000125,1900-01-25,19000125,1,018,9,1988-12-22,1,870,71004894
1893-01-20,18930120,1893-01-20,18930120,1,044,9,1988-12-27,1,871,71004895
1890-01-01,18900101,1890-01-01,18900101,1,044,9,1988-12-27,1,872,71004896
,18550000,,18550000,1,018,9,1988-12-27,1,873,71004897
1890-01-01,18900101,1890-01-01,18900101,1,018,9,1988-12-20,1,874,71004898
,19010000,,19010000,1,023,9,1988-12-28,1,876,71004913
1936-09-30,19360930,1936-09-30,19360930,1,022,9,1997-06-10,1,878,71004923
,18880000,,18880000,1,013,9,2006-06-24,1,879,71004942
,18880000,,18880000,1,014,9,2006-06-24,1,880,71004942
1878-09-01,18780901,1878-09-01,18780901,1,042,9,1983-03-01,1,881,71004962
,18700600,,18700600,1,046,9,1988-12-22,1,882,71004964
,18690000,,18690000,1,042,9,1988-12-22,1,883,71004966
1870-02-01,18700201,1870-02-01,18700201,1,042,9,1988-12-28,1,884,71004968
1845-03-10,18450310,1845-03-10,18450310,1,042,9,1983-03-01,1,885,71004969
1894-01-01,18940101,1894-01-01,18940101,1,046,9,1983-03-01,1,886,71005043
1891-07-01,18910701,1891-07-01,18910701,1,046,9,1983-03-01,1,888,71005057
1891-09-01,18910901,1891-09-01,18910901,1,046,6,1999-11-02,1,889,71005058
1894-12-01,18941201,1894-12-01,18941201,1,039,9,1988-12-28,1,890,71005086
1902-11-09,19021109,1902-11-09,19021109,1,039,9,1983-03-01,1,891,71005088
1904-11-15,19041115,1904-11-15,19041115,1,052,9,1983-03-01,1,893,71005101
,19031200,,19031200,1,021,9,1983-03-01,1,894,71005131
,18980900,,18980900,1,040,9,1988-12-28,1,895,71005155
,18760000,,18760000,1,040,9,2007-01-20,1,896,71005157
1886-04-01,18860401,1886-04-01,18860401,1,040,9,1988-12-27,1,897,71005163
1897-03-15,18970315,1897-03-15,18970315,1,001,9,1988-12-27,1,898,71005166
1885-07-01,18850701,1885-07-01,18850701,1,001,9,1983-03-01,1,899,71005218
,18860000,,18860000,1,049,9,1983-03-01,1,900,71005227
1875-07-10,18750710,1875-07-10,18750710,1,042,9,1983-03-01,1,901,71005235
1885-08-15,18850815,1885-08-15,18850815,1,042,9,1983-03-01,1,902,71005247
,18981100,,18981100,1,046,9,1988-12-22,1,903,71005322
,18670000,,18670000,1,004,9,1983-03-01,1,904,71005369
,19010000,,19010000,1,047,9,2006-12-16,1,905,71005374
,18550000,,18550000,1,018,9,1988-12-27,1,906,71005396
,18860000,,18860000,1,006,9,2006-07-29,1,907,71005480
,18940000,,18940000,1,006,9,1986-07-29,1,908,71005481
,19040600,,19040600,1,006,9,2006-07-22,1,909,71005482
1874-12-01,18741201,1874-12-01,18741201,1,052,6,1999-11-02,1,910,71005494
,18650000,,18650000,1,051,9,1988-12-22,1,911,71005495
,18650000,,18650000,1,051,6,1999-11-02,1,912,71005496
,18780000,,18780000,1,051,9,1988-12-27,1,913,71005531
,19050100,,19050100,1,051,9,1983-03-01,1,914,71005532
,18780000,,18780000,1,051,2,2010-01-13,1,915,71005533
1903-04-01,19030401,1903-04-01,19030401,1,039,9,1983-03-01,1,916,71005548
1885-08-03,18850803,1885-08-03,18850803,1,017,9,2007-01-06,1,917,71005564
1889-11-01,18891101,1889-11-01,18891101,1,046,9,1988-12-22,1,919,71005610
1889-11-01,18891101,1889-11-01,18891101,1,046,9,1988-12-22,1,920,71005611
,18800000,,18800000,1,046,6,1999-11-02,1,921,71005613
,18720000,,18720000,1,039,9,1983-03-01,1,922,71005619
1898-02-15,18980215,1898-02-15,18980215,1,039,9,1983-03-01,1,923,71005621
,18910000,,18910000,1,021,9,1988-12-27,1,924,71005636
,18650000,,18650000,1,046,9,1983-03-01,1,925,71005663
1877-05-01,18770501,1877-05-01,18770501,1,046,9,2008-02-16,1,926,71005695
,18990100,,18990100,1,017,9,1988-12-28,1,927,71005696
,18770000,,18770000,1,006,9,1988-12-27,1,928,71005717
,18781200,,18781200,1,046,9,1983-03-01,1,929,71005718
1903-01-25,19030125,1903-01-25,19030125,1,046,6,1999-11-02,1,930,71005724
1890-07-01,18900701,1890-07-01,18900701,1,002,9,1983-03-01,1,931,71005742
1904-06-01,19040601,1904-06-01,19040601,1,046,2,2020-03-16,1,932,71005764
,18800000,,18800000,1,034,9,1988-12-27,1,933,71005782
,18830900,,18830900,1,034,9,1986-07-14,1,934,71005783
1889-06-05,18890605,1889-06-05,18890605,1,033,9,1986-07-14,1,935,71005786
,19010500,,19010500,1,034,9,1986-07-14,1,936,71005788
1895-02-04,18950204,1895-02-04,18950204,1,038,9,1983-03-01,1,937,71005816
1896-01-01,18960101,1896-01-01,18960101,1,006,9,1988-12-21,1,938,71005818
1892-01-01,18920101,1892-01-01,18920101,1,046,6,1999-11-02,1,939,71005839
1884-08-28,18840828,1884-08-28,18840828,1,021,9,1983-03-01,1,940,71005846
1883-12-29,18831229,1883-12-29,18831229,1,018,9,1983-03-01,1,941,71005873
1886-07-01,18860701,1886-07-01,18860701,1,007,9,1983-03-01,1,942,71005884
,18981000,,18981000,1,039,9,2006-09-09,1,943,71005911
1890-06-18,18900618,1890-06-18,18900618,1,018,6,1999-11-02,1,944,71005915
,18851000,,18851000,1,018,9,1983-03-01,1,946,71005944
1885-03-01,18850301,1885-03-01,18850301,1,048,9,1983-03-01,1,947,71005959
1877-01-01,18770101,1877-01-01,18770101,1,018,6,1999-11-02,1,948,71005969
,18420000,,18420000,1,042,9,1983-03-01,1,949,71005980
,18620000,,18620000,1,042,9,1983-03-01,1,950,71005983
,18730800,,18730800,1,023,9,2006-08-19,1,951,71005999
,18310000,,18310000,1,018,6,1999-11-02,1,953,71006025
,18780400,,18780400,1,015,9,1992-11-03,1,954,71006048
,18700000,,18700000,1,015,9,1988-12-28,1,955,71006049
,18761000,,18761000,1,015,9,1992-11-03,1,956,71006050
,18730300,,18730300,1,015,2,1991-11-01,1,957,71006053
,18980500,,18980500,1,023,9,1988-12-28,1,958,71006063
1864-01-01,18640101,1864-01-01,18640101,1,019,6,1999-11-02,1,959,71006088
,0,,0,1,003,2,1983-03-01,1,961,71006107
1890-06-01,18900601,1890-06-01,18900601,1,018,9,1988-12-20,1,962,71006117
1870-03-30,18700330,1870-03-30,18700330,1,014,9,2007-01-13,1,963,71006132
1905-02-06,19050206,1905-02-06,19050206,1,051,9,1988-12-27,1,964,71006164
1890-06-01,18900601,1890-06-01,18900601,1,018,9,2007-03-31,1,965,71006265
1889-02-15,18890215,1889-02-15,18890215,1,018,9,1983-03-01,1,966,71006267
1893-12-09,18931209,1893-12-09,18931209,1,018,9,1986-07-14,1,967,71006268
,18850000,,18850000,1,018,9,1988-12-27,1,968,71006311
1886-10-01,18861001,1886-10-01,18861001,1,018,9,1983-03-01,1,969,71006312
1883-03-01,18830301,1883-03-01,18830301,1,018,9,1988-12-28,1,970,71006321
,18941000,,18941000,1,006,9,2006-08-26,1,971,71006339
,18690100,,18690100,1,023,9,1988-12-20,1,972,71006363
1890-08-01,18900801,1890-08-01,18900801,1,046,9,2007-10-06,1,973,71006372
,18840300,,18840300,1,039,9,1988-12-22,1,974,71006394
1903-05-01,19030501,1903-05-01,19030501,1,006,9,2007-03-31,1,975,71006423
1899-03-25,18990325,1899-03-25,18990325,1,039,9,1986-07-14,1,976,71006433
,18821100,,18821100,1,042,2,2020-03-16,1,977,71006438
1887-10-21,18871021,1887-10-21,18871021,0,004,6,1983-03-01,1,978,71006495
,0,,0,1,052,1,1983-08-09,1,979,71006495
,18890000,,18890000,1,019,9,2006-12-23,1,980,71006540
,18970900,,18970900,0,018,1,1982-06-01,1,981,71006555
,19010800,,19010800,1,028,9,1983-03-01,1,982,71006566
,18960200,,18960200,1,028,9,2001-04-28,1,983,71006569
,18840000,,18840000,1,046,6,1999-11-02,1,984,71006605
1900-12-18,19001218,1900-12-18,19001218,1,018,9,1983-03-01,1,985,71006624
,18380000,,18380000,1,036,9,1986-01-21,1,986,71006636
1905-05-04,19050504,1905-05-04,19050504,1,015,9,1983-03-01,1,987,71006653
,18930000,,18930000,1,011,9,1988-12-22,1,988,71006697
,18580000,,18580000,1,011,9,1983-03-01,1,989,71006702
,18650000,,18650000,1,005,9,1983-03-01,1,990,71006703
,18860000,,18860000,1,046,9,2006-05-27,1,991,71006715
,17820000,,17820000,1,014,9,1988-12-28,1,992,71006744
1890-06-18,18900618,1890-06-18,18900618,1,032,2,2020-03-16,1,993,71006755
1901-01-01,19010101,1901-01-01,19010101,1,046,6,1999-11-02,1,994,71006766
,18991000,,18991000,1,019,6,1999-11-02,1,995,71006769
1889-05-01,18890501,1889-05-01,18890501,6,046,9,2006-09-09,1,996,71006786
1880-12-01,18801201,1880-12-01,18801201,1,039,9,1983-03-01,1,997,71006792
1903-01-01,19030101,1903-01-01,19030101,1,015,2,2020-03-16,1,998,71006820
,18570000,,18570000,1,039,9,1987-05-07,1,999,71006848
,18610000,,18610000,1,039,9,2007-01-06,1,1000,71006849
,18990600,,18990600,1,023,9,1988-12-27,1,1002,71006900
,18870000,,18870000,1,023,9,1988-12-27,1,1003,71006901
,19050300,,19050300,1,018,9,1988-12-28,1,1005,71006944
,17760600,,17760600,1,023,9,2009-01-31,1,1006,71006945
,19000600,,19000600,1,037,9,1983-03-01,1,1007,71007029
1880-02-07,18800207,1880-02-07,18800207,1,039,9,1983-03-01,1,1008,71007030
1886-11-01,18861101,1886-11-01,18861101,1,046,9,2006-06-24,1,1009,71007033
,18860000,,18860000,1,046,2,2019-07-17,1,1010,71007061
,18610000,,18610000,1,046,9,2007-03-31,1,1011,71007147
,18450000,,18450000,1,030,9,1983-03-01,1,1013,71007157
1901-12-03,19011203,1901-12-03,19011203,1,030,2,2020-03-16,1,1014,71007158
1884-07-01,18840701,1884-07-01,18840701,1,046,9,2007-02-10,1,1015,71007181
1888-09-01,18880901,1888-09-01,18880901,1,046,9,2006-08-05,1,1016,71007182
,19010000,,19010000,1,035,2,2020-03-16,1,1017,71007204
,18850000,,18850000,1,052,9,1986-07-29,1,1018,71007262
1902-10-01,19021001,1902-10-01,19021001,1,046,6,1999-11-02,1,1019,71007305
,18840200,,18840200,1,018,9,2007-01-20,1,1020,71007317
,18940900,,18940900,1,038,9,1983-03-01,1,1021,71007344
1894-01-01,18940101,1894-01-01,18940101,1,046,9,2007-03-31,1,1022,71007349
,18730000,,18730000,1,016,9,1988-12-27,1,1023,71007350
1893-09-25,18930925,1893-09-25,18930925,1,044,9,1983-03-01,1,1025,71007381
1893-09-01,18930901,1893-09-01,18930901,1,039,2,2016-09-02,1,1026,71007405
1900-01-01,19000101,1900-01-01,19000101,1,050,9,1993-12-06,1,1027,71007409
,18810100,,18810100,1,013,9,1988-12-28,1,1028,71007427
1894-10-13,18941013,1894-10-13,18941013,1,006,9,1988-12-21,1,1030,71007470
1896-07-24,18960724,1896-07-24,18960724,1,046,9,1988-12-21,1,1031,71007472
,18200100,,18200100,1,047,9,1988-12-22,1,1032,71007489
1898-04-15,18980415,1898-04-15,18980415,1,046,9,1988-12-28,1,1033,71007496
1902-03-05,19020305,1902-03-05,19020305,1,046,2,2016-10-25,1,1034,71007501
1877-09-08,18770908,1877-09-08,18770908,1,033,9,1988-12-27,1,1035,71007535
1896-01-01,18960101,1896-01-01,18960101,1,044,2,2009-03-30,1,1037,71007578
1891-12-01,18911201,1891-12-01,18911201,1,016,9,1992-11-03,1,1038,71007586
1889-09-15,18890915,1889-09-15,18890915,1,016,9,1992-11-03,1,1039,71007589
,18960200,,18960200,1,039,2,2020-03-16,1,1040,71007641
,18800000,,18800000,1,049,9,2006-08-19,1,1041,71007696
1888-11-02,18881102,1888-11-02,18881102,1,046,9,2007-01-27,1,1042,71007714
,18930000,,18930000,1,016,9,1983-03-01,1,1043,71007724
,18930000,,18930000,1,016,9,1983-03-01,1,1044,71007725
,18910000,,18910000,1,016,9,1988-12-28,1,1046,71007727
1901-09-01,19010901,1901-09-01,19010901,1,046,9,1988-12-20,1,1047,71007731
,18550000,,18550000,1,043,9,1989-01-10,1,1048,71007732
1899-11-01,18991101,1899-11-01,18991101,1,046,9,2006-07-29,1,1049,71007736
1903-10-19,19031019,1903-10-19,19031019,1,012,9,2007-05-26,1,1050,71007743
1891-09-30,18910930,1891-09-30,18910930,1,016,9,1983-03-01,1,1051,71007777
1902-12-15,19021215,1902-12-15,19021215,1,039,9,2007-02-03,1,1052,71007781
1903-06-01,19030601,1903-06-01,19030601,1,013,6,1999-11-02,1,1053,71007804
,18660100,,18660100,1,046,6,1999-11-02,1,1055,71007815
,18660100,,18660100,1,046,9,1988-12-27,1,1056,71007816
,18890700,,18890700,1,046,9,2007-06-09,1,1057,71007826
1898-07-01,18980701,1898-07-01,18980701,1,039,9,2006-11-25,1,1058,71007844
,19040800,,19040800,1,001,6,1999-11-02,1,1059,71007854
1902-01-01,19020101,1902-01-01,19020101,1,012,9,2006-08-12,1,1060,71007867
,18840600,,18840600,1,015,2,2009-03-30,1,1061,71007886
,18990000,,18990000,1,023,2,2020-03-16,1,1062,71007892
,18780000,,18780000,1,023,9,2006-11-11,1,1063,71007898
,18810000,,18810000,1,023,9,1983-03-01,1,1064,71007902
,0,,0,1,023,9,1983-03-01,1,1065,71007912
,18920000,,18920000,1,023,9,2006-11-11,1,1066,71007916
,18920000,,18920000,1,023,9,1988-12-27,1,1067,71007918
1889-09-15,18890915,1889-09-15,18890915,1,013,9,2008-01-19,1,1068,71007919
1902-09-01,19020901,1902-09-01,19020901,1,013,9,2008-02-02,1,1069,71007920
,18650000,,18650000,1,023,9,1983-03-01,1,1070,71007921
,18800000,,18800000,1,023,9,1983-03-01,1,1071,71007927
1885-01-01,18850101,1885-01-01,18850101,1,039,9,2007-01-20,1,1072,71007943
,19030100,,19030100,0,039,1,1983-08-30,1,1073,71007957
,18840400,,18840400,0,039,1,1983-08-30,1,1074,71007958
1895-01-01,18950101,1895-01-01,18950101,1,046,9,1983-03-01,1,1075,71007983
,18860000,,18860000,2,013,9,1988-12-21,1,1076,71008013
1889-04-01,18890401,1889-04-01,18890401,1,018,9,1988-12-27,1,1077,71008016
,18910700,,18910700,1,046,9,1983-03-01,1,1078,71008042
1877-03-15,18770315,1877-03-15,18770315,1,049,9,2008-03-08,1,1079,71008054
,18830000,,18830000,1,037,9,2007-08-18,1,1080,71008095
,18830000,,18830000,1,037,9,2007-08-18,1,1081,71008096
1905-01-20,19050120,1905-01-20,19050120,1,012,9,1988-12-22,1,1083,71008121
,19000400,,19000400,1,015,9,1988-12-20,1,1084,71008122
,18800600,,18800600,1,023,9,2006-11-11,1,1085,71008132
,18850800,,18850800,1,046,9,2007-03-17,1,1086,71008138
,18900000,,18900000,1,046,9,1988-12-22,1,1087,71008144
,18890000,,18890000,1,046,9,2007-09-29,1,1088,71008150
1894-04-01,18940401,1894-04-01,18940401,1,046,6,1999-11-02,1,1092,71008172
,18890000,,18890000,1,023,9,1983-03-01,1,1093,71008194
,18940000,,18940000,1,023,9,1983-03-01,1,1094,71008195
,18690000,,18690000,1,008,9,1988-12-27,1,1095,71008248
