serial_no,abandon_dt,amend_reg_dt,amend_lb_for_app_in,amend_lb_for_reg_in,amend_lb_itu_in,amend_lb_use_in,reg_cancel_cd,reg_cancel_dt,cancel_pend_in,cert_mark_in,chg_reg_in,coll_memb_mark_in,coll_serv_mark_in,coll_trade_mark_in,draw_color_cur_in,draw_color_file_in,concur_use_in,concur_use_pend_in,file_location,draw_3d_cur_in,draw_3d_file_in,exm_attorney_name,lb_use_file_in,lb_for_app_cur_in,lb_for_reg_cur_in,lb_intl_reg_cur_in,lb_for_app_file_in,lb_for_reg_file_in,lb_intl_reg_file_in,lb_none_cur_in,filing_dt,for_priority_in,lb_itu_cur_in,lb_itu_file_in,interfer_pend_in,exm_office_cd,file_location_dt,mark_draw_cd,mark_id_char,opposit_pend_in,amend_principal_in,concur_use_pub_in,publication_dt,registration_dt,renewal_dt,renewal_file_in,repub_12c_dt,repub_12c_in,incontest_ack_in,incontest_file_in,acq_dist_in,acq_dist_part_in,use_afdv_acc_in,use_afdv_file_in,use_afdv_par_acc_in,serv_mark_in,std_char_claim_in,cfh_status_cd,cfh_status_dt,amend_supp_reg_in,supp_reg_in,trade_mark_in,lb_use_cur_in,lb_none_file_in,ir_auto_reg_dt,ir_first_refus_in,ir_death_dt,ir_publication_dt,ir_registration_dt,ir_registration_no,ir_renewal_dt,ir_status_cd,ir_status_dt,ir_priority_dt,ir_priority_in,related_other_in,registration_no,tad_file_id
70028037,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-03-05,0,0,0,0,0.0,1999-04-09,1000,OLD WATERMILL,0,0,0,,1896-03-31,1966-03-31,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28037,5
70028050,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1895-10-11,0,0,0,0,0.0,1999-04-09,3000,B SPECIAL,0,0,0,,1896-03-31,1966-03-31,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,0.0,28050,5
70028065,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-02-05,0,0,0,0,0.0,1999-04-09,3000,HOFFMAN'S GREAT FIND JLH,0,0,0,,1896-03-31,1966-03-31,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28065,5
70028067,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-02-29,0,0,0,0,0.0,1999-04-09,3000,TOBIN BRONZE,0,0,0,,1896-03-31,1966-03-31,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28067,5
70028076,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-03-09,0,0,0,0,0.0,2004-06-23,1000,TEMPEST,0,0,0,,1896-04-07,1986-04-07,0,1966-07-05,1,1,0,0,0,1,0,0,0,0,900,2007-01-13,0,0,1,1,0,,,,,,,,,,,,,28076,5
70028090,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1902-01-24,0,0,0,0,0.0,1996-01-29,3000,ACHESON GRAPHITE ELECTRIC FURNACE,0,0,0,,1902-03-04,1972-03-04,0,,0,0,0,0,0,0,0,0,0,0,900,1992-12-07,0,0,1,1,0,,,,,,,,,,,,,37907,5
70028095,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1896-03-05,0,0,0,0,,2016-06-21,5S09,BUCKEYE,0,0,0,,1896-04-07,2016-04-07,0,1959-07-07,1,1,0,0,0,1,0,0,0,0,800,2016-06-21,0,0,1,1,0,,,,,,,,,,,,,28095,5
70028162,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1895-10-21,0,0,0,0,0.0,1999-04-09,1000,BRACER,0,0,0,,1896-04-21,1966-04-21,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28162,5
70028260,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-04-18,0,0,0,0,0.0,1999-04-09,1000,STATE BOND,0,0,0,,1896-05-19,1966-05-19,0,1948-05-18,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28260,5
70028269,,,0,0,0,0,2.0,2020-03-16,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1896-04-20,0,0,0,0,,2009-01-15,3S15,COOK'S IMPERIAL AMERICAN WINE CO ST. LOUIS U.S.A.,0,0,0,,1896-05-19,2006-05-19,0,1948-03-23,1,1,0,0,0,1,0,0,0,0,710,2020-03-16,0,0,1,1,0,,,,,,,,,,,,,28269,5
70028277,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-02-11,0,0,0,0,0.0,1999-04-09,3000,"BEETHAM'S GLYCERINE AND CUCUMBER IS UNEQUALLED FOR RENDERING THE SKIN DELICATELY SOFT, SMOOTH, & WHITE AT ALL SEASONS.",0,0,0,,1896-05-19,1966-05-19,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28277,5
70028469,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-05-16,0,0,0,0,0.0,1999-04-09,3000,E,0,0,0,,1896-06-30,1966-06-30,0,1949-03-01,1,0,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28469,5
70028605,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1896-06-12,0,0,0,0,0.0,,3000,"ALLEN'S FOOT=EASE. PREPARED BY ALLEN S. OLMSTED, LEROY, N.Y.",0,0,0,,1896-07-14,,0,,0,0,0,0,0,0,0,0,0,0,711,1983-12-19,0,0,1,0,0,,,,,,,,,,,,,28605,5
70028711,,,0,0,0,0,2.0,2020-01-07,0,0,0,0,0,0,0,0,0,0,EXECUTIVE ACCESS,0,0,,1,0,0,0,0,0,0,0,1896-05-25,0,0,0,0,,2020-01-07,1000,EDME,0,0,0,,1896-08-04,2006-08-04,0,,0,0,0,0,0,1,0,0,0,0,710,2020-01-07,0,0,1,1,0,,,,,,,,,,,,,28711,5
70028774,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1894-11-16,0,0,0,0,0.0,1984-01-03,3000,STANDARD BRAND,0,0,0,,1896-08-18,,0,,0,0,0,0,0,1,0,0,0,0,900,1986-01-30,0,0,1,1,0,,,,,,,,,,,,,28774,5
70028858,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-07-25,0,0,0,0,0.0,1999-04-09,5S07,VTW,0,0,0,,1896-09-01,1966-09-01,0,1948-05-25,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,28858,5
70028866,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-08-07,0,0,0,0,,2004-06-23,3000,"A ANHEUSER, BUSCH BREWING ASSN ST. LOUIS, MO.",0,0,0,,1896-09-08,1986-09-08,0,,0,0,0,0,0,0,0,0,0,0,900,2007-06-16,0,0,1,1,0,,,,,,,,,,,,,28866,5
70028936,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1896-08-15,0,0,0,0,,2016-09-22,5R09,VELOCITE,0,0,0,,1896-10-06,2016-10-06,0,1978-12-05,1,1,0,0,0,1,0,0,0,0,800,2016-09-22,0,0,1,1,0,,,,,,,,,,,,,28936,5
70028937,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1896-08-15,0,0,0,0,,2016-09-22,1000,VACUOLINE,0,0,0,,1896-10-06,2016-10-06,0,1978-01-03,1,1,0,0,0,1,0,0,0,0,800,2016-09-22,0,0,1,1,0,,,,,,,,,,,,,28937,5
70029034,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-09-29,0,0,0,0,0.0,2004-06-23,5W23,PEARL BOND 1896,0,0,0,,1896-10-27,1986-10-27,0,1987-03-31,1,1,0,0,0,1,0,0,0,0,900,2007-08-04,0,0,1,1,0,,,,,,,,,,,,,29034,5
70029036,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-03-20,0,0,0,0,0.0,1999-04-09,3000,"MARYLAND CLUB MIXTURE MANUFACTURED OF CHOICE VIRGINIA AND LOUISIANA PERIQUE MARBURG BROS, BALTIMORE THE AMERICAN TOBACCO COMPANY SUCCESSOR, MARBURG BROS., THE AMERICAN TOBACCO COMPANY SUCCESSOR.",0,0,0,,1896-10-27,1966-10-27,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29036,5
70029094,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-10-05,0,0,0,0,0.0,1999-04-09,3000,"ELLIMAN'S UNIVERSAL EMBROCATION FOR RHEUMATISM, LUMBACO, SPRAINS, BRUISES, CHEST COLDS, SORE THROAT FROM COLD, STIFFNESS",0,0,0,,1896-11-03,1966-11-03,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29094,5
70029135,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1896-10-15,0,0,0,0,,2009-01-15,3R17,PYRAMID,0,0,0,,1896-11-10,1986-11-10,0,,0,0,0,0,0,0,1,0,0,0,900,2008-11-07,0,0,1,1,0,,,,,,,,,,,,,29135,5
70029166,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1896-10-13,0,0,0,0,,2016-12-16,5000,BENEDICTINE,0,0,0,,1896-11-17,2016-11-17,0,1961-06-06,1,1,0,0,0,1,0,0,0,0,800,2016-12-16,0,0,1,1,0,,,,,,,,,,,,,29166,5
70029261,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1896-10-31,0,0,0,0,,2017-07-06,3000,"BOSISTO'S PARROT BRAND. OIL OF EUCALYPTUS J. BOSISTO & CO. RICHMOND, MELBOURNE.",0,0,0,,1896-12-08,2016-12-08,0,,0,0,0,0,0,1,0,0,0,0,800,2017-07-06,0,0,1,1,0,,,,,,,,,,,,,29261,5
70029299,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-10-19,0,0,0,0,0.0,1999-04-09,3000,STAR BRAND,0,0,0,,1896-12-15,1966-12-15,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29299,5
70029392,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1896-12-03,0,0,0,0,,2016-03-25,1000,LAVA,0,0,0,,1896-12-29,2016-12-29,0,,0,0,0,0,0,1,0,0,0,0,800,2016-03-25,0,0,1,1,0,,,,,,,,,,,,,29392,5
70029409,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1894-11-19,0,0,0,0,0.0,2004-06-23,3000,LOG CABIN,0,0,0,,1897-01-05,1967-01-05,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29409,5
70029434,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-11-12,0,0,0,0,0.0,1999-04-09,1000,ROYAL,0,0,0,,1897-01-12,1967-01-12,0,1966-12-06,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29434,5
70029436,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-12-15,0,0,0,0,0.0,1999-04-09,5000,L L BROWN PAPER CO. FINE,0,0,0,,1897-01-12,1967-01-12,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29436,5
70029473,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-12-23,0,0,0,0,0.0,1999-04-09,5000,TRAVELER,0,0,0,,1897-01-19,1967-01-19,0,1966-12-06,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29473,5
70029484,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-12-21,0,0,0,0,0.0,1999-04-09,5W23,SWEET CLOVER,0,0,0,,1897-01-19,1967-01-19,0,1947-12-16,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29484,5
70029529,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1896-12-19,0,0,0,0,0.0,1994-03-04,3000,"S D & H SCOVIL'S IMPROVED PLANTER'S HOE CAST STEEL WARRENTED MANUFACTURED SOLELY BY THEM HIGGANUM, CONN.",0,0,0,,1897-01-26,1967-01-26,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29529,5
70029568,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-01-15,0,0,0,0,0.0,1994-03-04,1000,MALT-VIVINE,0,0,0,,1897-02-09,1967-02-09,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29568,5
70029573,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1896-10-31,0,0,0,0,0.0,1995-12-15,3000,THE RED WARRIOR AXE BY WILLIAM MANN MANUFACTURED NEAR LEWISTOWN PENNA.,0,0,0,,1897-02-09,1917-02-09,0,1948-01-27,1,1,0,0,0,1,0,0,0,0,900,1992-08-10,0,0,1,1,0,,,,,,,,,,,,,29573,5
70029579,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1896-11-23,0,0,0,0,0.0,1989-06-01,3000,RED CROSS,0,0,0,,1897-02-23,1967-02-23,0,1967-03-07,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29579,5
70029632,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-01-15,0,0,0,0,0.0,1994-03-04,3000,QUAKER OATS 1 POUND QUAKER OATS MANUFACTURED BY THE AMERICAN CEREAL CO. ADDRESS CHICAGO U.S.A. USE ONLY QUAKER BRAND ROLLED OATS,0,0,0,,1897-03-02,1967-03-02,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29632,5
70029840,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1896-10-31,0,0,0,0,0.0,1994-03-04,5000,SANITOL,0,0,0,,1897-04-13,1967-04-13,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29840,5
70029876,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-03-17,0,0,0,0,0.0,1994-03-04,1000,HUDSON BRAND,0,0,0,,1897-04-20,1967-04-20,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29876,5
70029910,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-04-01,0,0,0,0,0.0,1994-03-04,3000,"BPS NOBRAC PAINT THE PATTERSON-SARGENT CO. CLEVELAND, O.",0,0,0,,1897-04-27,1967-04-27,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29910,5
70029986,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1896-04-07,0,0,0,0,0.0,1994-03-04,1000,KEEPCLEAN,0,0,0,,1897-05-11,1967-05-11,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,29986,5
70029994,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1897-04-13,0,0,0,0,,2017-07-03,1000,ROCHE,0,0,0,,1897-05-11,2017-05-11,0,,0,0,0,0,0,1,0,0,0,0,800,2017-07-03,0,0,1,1,0,,,,,,,,,,,,,29994,5
70030031,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1897-03-06,0,0,0,0,0.0,,5000,NORWOOD,0,0,0,,1897-05-18,,0,,0,0,0,0,0,0,0,0,0,0,710,1983-12-19,0,0,1,0,0,,,,,,,,,,,,,30031,5
70030070,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-04-23,0,0,0,0,0.0,1989-06-01,5000,THE MIEHLE,0,0,0,,1897-05-18,1967-05-18,0,1948-06-15,1,1,0,0,0,1,0,0,0,0,900,1988-06-03,0,0,1,1,0,,,,,,,,,,,,,30070,5
70030156,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1895-06-03,0,0,0,0,0.0,2004-06-23,3S23,"""CASCADE"" DISTILLERY HANDMADE SOUR MASH TENNESSEE WHISKEY GEO. A. DICKEL & CO.",0,0,0,,1897-06-08,1987-06-08,0,1949-07-19,1,1,0,0,0,1,0,0,0,0,900,2008-03-15,0,0,1,1,0,,,,,,,,,,,,,30156,5
70030188,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-05-08,0,0,0,0,0.0,1994-03-04,1000,GIDGEE,0,0,0,,1897-06-15,1967-06-15,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30188,5
70030214,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-05-04,0,0,0,0,0.0,1994-03-04,5000,SPARKLETS,0,0,0,,1897-06-15,1967-06-15,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30214,5
70030327,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1896-07-13,0,0,0,0,0.0,2004-06-23,1000,DURYEAS',0,0,0,,1897-07-06,1987-07-06,0,1948-12-07,1,1,0,0,0,1,0,0,0,0,900,2008-04-12,0,0,1,1,0,,,,,,,,,,,,,30327,5
70030360,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-06-14,0,0,0,0,0.0,1994-03-04,5000,REVELATION BURS,0,0,0,,1897-07-13,1967-07-13,0,1967-09-05,1,0,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30360,5
70030394,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-06-22,0,0,0,0,0.0,1994-03-04,1000,EAGLE,0,0,0,,1897-07-20,1967-07-20,0,1967-09-05,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30394,5
70030399,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-04-17,0,0,0,0,0.0,1994-03-04,3000,ROYAL SCARLET,0,0,0,,1897-07-20,1967-07-20,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30399,5
70030487,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1897-07-02,0,0,0,0,0.0,2004-06-23,3R21,DANMARK,0,0,0,,1897-08-10,1987-08-10,0,,0,0,0,0,0,0,0,0,0,0,900,2008-05-16,0,0,1,1,0,,,,,,,,,,,,,30487,5
70030580,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1897-08-19,0,0,0,0,,2016-12-02,1000,JOHN DEERE,0,0,0,,1897-09-21,2017-09-21,0,,0,0,0,0,0,1,0,0,0,0,800,2016-12-02,0,0,1,1,0,,,,,,,,,,,,,30580,5
70030595,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-08-23,0,0,0,0,0.0,1994-03-04,3000,BECKER'S ABC PLASTER,0,0,0,,1897-09-28,1967-09-28,0,1948-12-21,1,1,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30595,5
70030599,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-02-17,0,0,0,0,0.0,1994-03-04,5000,TIFFANY & CO,0,0,0,,1897-10-05,1967-10-05,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,0.0,30599,5
70030606,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-08-17,0,0,0,0,0.0,1994-03-04,3000,EUREKA,0,0,0,,1897-10-05,1967-10-05,0,1967-11-07,1,0,0,0,0,1,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30606,5
70030655,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1897-07-19,0,0,0,0,0.0,2004-06-23,3S15,KEARSARGE ASBESTOS,0,0,0,,1897-10-05,1987-10-05,0,,0,0,0,0,0,0,0,0,0,0,900,2008-07-11,0,0,1,1,0,,,,,,,,,,,,,30655,5
70030835,,,0,0,0,0,2.0,2009-03-23,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1897-08-16,0,0,0,0,0.0,2009-03-23,3S15,"BEST AXE MADE W. C. KELLY FLINT EDGE TEMPER ALEXANDRIA, IND, U.S.A.",0,0,0,,1897-11-09,1987-11-09,1,1950-06-13,1,1,0,0,0,1,0,0,0,0,710,2009-03-23,0,0,1,1,0,,,,,,,,,,,,,30835,5
70030868,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-10-07,0,0,0,0,0.0,1994-03-04,3000,DMC DOLLFUS-MIEG & CIE. BELFORT-PARIS-MULHOUSE,0,0,0,,1897-11-16,1967-11-16,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30868,5
70030869,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-10-07,0,0,0,0,0.0,1994-03-04,3000,DMC DOLLFUS-MIEG & CIE MULHOUSE BELFORT,0,0,0,,1897-11-16,1967-11-16,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30869,5
70030910,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1897-09-20,0,0,0,0,0.0,2008-10-01,1000,HM,0,0,0,,1897-11-30,1987-11-30,0,1949-01-18,1,0,0,0,0,1,0,0,0,0,900,2008-09-05,0,0,1,1,0,,,,,,,,,,,,,30910,5
70030916,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1897-11-01,0,0,0,0,0.0,1994-03-04,1000,JUNKET,0,0,0,,1897-11-30,1967-11-30,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,30916,5
70030942,,,0,0,0,0,2.0,2020-03-16,0,0,1,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1895-12-03,0,0,0,0,,2009-01-15,5R07,ODOL,0,0,0,,1897-12-07,2007-12-07,0,,0,0,0,0,0,1,0,0,0,0,710,2020-03-16,0,0,1,1,0,,,,,,,,,,,,,30942,5
70031033,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1895-06-10,0,0,0,0,0.0,1994-03-04,5000,CASCARETS,0,0,0,,1897-12-21,1967-12-21,0,,0,0,0,0,0,0,0,0,0,0,900,1988-12-22,0,0,1,1,0,,,,,,,,,,,,,31033,5
70031048,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1897-09-09,0,0,0,0,,2017-12-28,3000,HEINZ,0,0,0,,1897-12-28,2017-12-28,0,,0,0,0,0,0,1,0,0,0,0,800,2017-12-28,0,0,1,1,0,,,,,,,,,,,,,31048,5
