serial_no,abandon_dt,amend_reg_dt,amend_lb_for_app_in,amend_lb_for_reg_in,amend_lb_itu_in,amend_lb_use_in,reg_cancel_cd,reg_cancel_dt,cancel_pend_in,cert_mark_in,chg_reg_in,coll_memb_mark_in,coll_serv_mark_in,coll_trade_mark_in,draw_color_cur_in,draw_color_file_in,concur_use_in,concur_use_pend_in,file_location,draw_3d_cur_in,draw_3d_file_in,exm_attorney_name,lb_use_file_in,lb_for_app_cur_in,lb_for_reg_cur_in,lb_intl_reg_cur_in,lb_for_app_file_in,lb_for_reg_file_in,lb_intl_reg_file_in,lb_none_cur_in,filing_dt,for_priority_in,lb_itu_cur_in,lb_itu_file_in,interfer_pend_in,exm_office_cd,file_location_dt,mark_draw_cd,mark_id_char,opposit_pend_in,amend_principal_in,concur_use_pub_in,publication_dt,registration_dt,renewal_dt,renewal_file_in,repub_12c_dt,repub_12c_in,incontest_ack_in,incontest_file_in,acq_dist_in,acq_dist_part_in,use_afdv_acc_in,use_afdv_file_in,use_afdv_par_acc_in,serv_mark_in,std_char_claim_in,cfh_status_cd,cfh_status_dt,amend_supp_reg_in,supp_reg_in,trade_mark_in,lb_use_cur_in,lb_none_file_in,ir_auto_reg_dt,ir_first_refus_in,ir_death_dt,ir_publication_dt,ir_registration_dt,ir_registration_no,ir_renewal_dt,ir_status_cd,ir_status_dt,ir_priority_dt,ir_priority_in,related_other_in,registration_no,tad_file_id
70063150,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1901-04-15,0,0,0,0,0.0,2004-06-23,5R11,W,0,0,0,,1901-05-14,1991-05-14,0,,0,0,0,0,0,0,0,0,0,0,900,2002-05-25,0,0,1,1,0,,,,,,,,,,,,,36422,5
70064112,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1901-09-10,0,0,0,0,0.0,1996-01-29,3000,QUALITY.,0,0,0,,1901-10-22,1971-10-22,0,1949-05-03,1,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,,37230,5
70068242,,,0,0,0,0,2.0,2009-03-24,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1903-05-07,0,0,0,0,0.0,2009-03-24,3T15,CHECKERS,0,0,0,,1904-08-30,1994-08-30,0,1949-06-21,1,0,0,0,0,1,0,0,0,0,710,2009-03-24,0,0,1,1,0,,,,,,,,,,,,,43248,5
70071509,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1904-08-18,0,0,0,0,0.0,2004-07-07,1000,GAELIC,0,0,0,,1905-01-03,1975-01-03,0,,0,0,0,0,0,0,0,0,0,0,900,1995-10-09,0,0,1,1,0,,,,,,,,,,,,,43977,5
70072244,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1904-12-12,0,0,0,0,0.0,2004-07-07,1000,TABLOID,0,0,0,,1905-02-21,1975-02-21,0,1948-07-20,1,1,0,0,0,1,0,0,0,0,900,1995-11-27,0,0,1,1,0,,,,,,,,,,,,,44219,5
70072521,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-01-26,0,0,0,0,0.0,2004-07-07,3000,ICS,0,0,0,,1905-02-21,1975-02-21,0,,0,0,0,0,0,0,0,0,0,0,900,1996-05-22,0,0,1,1,0,,,,,,,,,,,,,44202,5
70087299,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1901-09-28,0,0,0,0,0.0,,5000,"CROTALIN R. H. SPANGLER, M.D.",0,0,0,,1912-07-02,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-01-31,0,0,1,0,0,,,,,,,,,,,,,87299,5
70185152,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1823-08-29,0,0,0,0,0.0,,5W23,EL REY,0,0,0,,1924-06-10,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-02-05,0,0,1,0,0,,,,,,,,,,,,,185152,5
70199257,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,0,0,0,0,0,0,0,0,1904-06-27,0,0,0,0,0.0,1989-06-01,3000,FOOT-EAZER,0,0,0,,1924-12-09,,0,1949-05-10,1,1,0,0,0,1,0,0,0,0,900,1986-01-10,0,0,1,0,0,,,,,,,,,,,,,192521,5
70217993,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,0,0,0,0,0,0,0,0,1925-07-28,0,0,0,0,0.0,1994-03-05,1000,KING,0,0,0,,1925-12-01,,0,,0,0,0,0,0,0,0,0,0,0,710,1986-07-21,0,0,0,0,0,,,,,,,,,,,,,206481,5
70438036,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1947-03-19,0,0,0,0,0.0,,1000,SHELTER PACKAGE,0,0,0,,1948-04-06,,0,,0,0,0,0,0,1,0,0,0,0,900,1986-02-11,0,0,1,1,0,,,,,,,,,,,,,438036,5
71000030,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,0.0,2004-07-07,3S17,"""CASCADE"" DISTILLERY HAND MADE SOUR MASH GEO. A. DICKEL & CO. TENNESSEE WHISKEY",0,0,0,,1905-07-11,1985-07-11,0,1950-01-24,1,1,0,0,0,1,0,0,0,0,900,2006-04-15,0,0,1,1,0,,,,,,,,,,,,,44513,5
71000031,,,0,0,0,0,3.0,2005-01-27,0,0,0,0,0,0,0,0,0,0,TTAB,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,0.0,2005-01-27,1000,CASCADE,0,0,0,,1905-07-25,1985-07-25,0,1950-01-24,1,1,0,0,0,1,0,0,0,0,713,2005-01-27,0,0,1,1,0,,,,,,,,,,,,,44785,5
71000071,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,0.0,1989-06-01,3000,"NATURES REMEDY THE GREATEST LIVER REGULATOR AND BLOOD PURIFIER KNOWN MANUFACTURED BY THE A.H. LEWIS MEDICINE CO, ST. LOUIS, MISSOURI.",0,0,0,,1906-03-27,1966-03-27,0,,0,0,0,0,0,0,0,0,0,0,900,1986-07-18,0,0,1,1,0,,,,,,,,,,,,,50795,5
71000072,,,0,0,0,0,2.0,2010-01-13,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,0.0,2010-01-13,5R19,NR,0,0,0,,1905-12-12,1985-12-12,0,,0,0,0,0,0,0,0,0,0,0,710,2010-01-13,0,0,1,1,0,,,,,,,,,,,,,48188,5
71000117,,,0,0,0,0,2.0,2017-09-15,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,,2017-09-15,5000,OLD FORESTER,0,0,0,,1905-07-04,2005-07-04,0,1951-01-23,1,1,0,0,0,1,0,0,0,0,710,2017-09-15,0,0,1,1,0,,,,,,,,,,,,,44366,5
71000148,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,0.0,1989-06-01,1000,BROMO-SELTZER,0,0,0,,1905-09-19,1985-09-19,0,,0,1,0,0,0,1,0,0,0,0,900,1986-02-24,0,0,1,1,0,,,,,,,,,,,,,46450,5
71000159,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,0.0,1989-06-01,5000,PIEDMONT,0,0,0,,1905-07-04,,0,1949-05-31,1,1,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44378,5
71000193,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,0.0,1989-06-01,1000,REECE,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44479,5
71000224,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1905-04-01,0,0,0,0,,2014-11-24,1000,LAVA,0,0,0,,1905-07-11,2015-07-11,0,1947-12-23,1,1,0,0,0,1,0,0,0,0,800,2014-11-24,0,0,1,1,0,,,,,,,,,,,,,44509,5
71000226,,,0,0,0,0,2.0,2010-01-13,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,2010-01-13,5W23,EAGLE,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,710,2010-01-13,0,0,1,1,0,,,,,,,,,,,,,44430,5
71000227,,,0,0,0,0,2.0,2010-01-13,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,2010-01-13,5W23,CENTURY,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,710,2010-01-13,0,0,1,1,0,,,,,,,,,,,,,44404,5
71000228,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,5000,AUTO,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44405,5
71000229,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,5000,EXCELSIOR,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44406,5
71000230,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,5000,PILGRIM,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44407,5
71000231,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,1000,PURITAN,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44408,5
71000237,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,2004-07-01,1000,UNION SPECIAL,0,0,0,,1906-01-30,1986-01-30,0,1966-02-01,1,1,0,0,0,1,0,0,0,0,900,2006-11-04,0,0,1,1,0,,,,,,,,,,,,,49361,5
71000239,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,3000,UNION SPECIAL DOUBLE LOCKED STITCH,0,0,0,,1906-01-09,1966-01-09,0,,0,0,0,0,0,0,0,0,0,0,900,1986-07-18,0,0,1,1,0,,,,,,,,,,,,,48707,5
71000299,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,5000,DELICIOUS,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44437,5
71000302,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,5000,CHAMPION,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44440,5
71000303,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,5000,GOLD,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44441,5
71000304,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,DATA BASE MAINTENANCE SECTION,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1991-03-26,5000,STARK-STAR,0,0,0,,1905-07-04,1985-07-04,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44394,5
71000322,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-03,0,0,0,0,0.0,1989-06-01,3000,DE WITT'S CARBOLIZED WITCH HAZEL SALVE,0,0,0,,1905-08-01,1985-08-01,0,1948-12-28,1,1,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,45039,5
71000356,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-04,0,0,0,0,0.0,2004-07-07,1000,ARABOL,0,0,0,,1905-07-25,1985-07-25,0,,0,0,0,0,0,0,0,0,0,0,900,2006-04-29,0,0,1,1,0,,,,,,,,,,,,,44776,5
71000361,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-04,0,0,0,0,0.0,1989-06-01,5000,MALTINE,0,0,0,,1905-07-11,1985-07-11,0,1957-08-13,1,1,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44556,5
71000362,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-04,0,0,0,0,0.0,1989-06-01,5000,MALTO YERBINE,0,0,0,,1905-07-11,1985-07-11,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44557,5
71000365,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1905-04-04,0,0,0,0,,2016-07-23,3000,ARM & HAMMER,0,0,0,,1905-11-28,2015-11-28,0,,0,0,0,0,0,1,0,0,0,0,800,2016-07-23,0,0,1,1,0,,,,,,,,,,,,,47947,5
71000377,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-04,0,0,0,0,0.0,1989-06-01,3000,B,0,0,0,,1905-08-08,1985-08-08,0,1948-10-26,1,1,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,45068,5
71000394,,,0,0,0,0,2.0,2020-03-16,0,0,1,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1905-04-04,0,0,0,0,,2007-10-30,5S09,HOWARD.,0,0,0,,1905-10-17,2005-10-17,0,1948-06-22,1,1,0,0,0,1,0,0,0,0,710,2020-03-16,0,0,1,1,0,,,,,,,,,,,,,46993,5
71000407,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,0.0,1989-06-01,1000,BOSS,0,0,0,,1905-07-11,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-06-06,0,0,1,1,0,,,,,,,,,,,,,44539,5
71000422,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,0.0,1989-06-01,1000,YARA,0,0,0,,1905-07-04,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-06-06,0,0,1,1,0,,,,,,,,,,,,,44474,5
71000430,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,0.0,2004-07-07,5S07,OLD NO. 7.,0,0,0,,1905-07-04,1985-07-04,0,1948-05-18,1,1,0,0,0,1,0,0,0,0,900,2006-04-08,0,0,1,1,0,,,,,,,,,,,,,44460,5
71000433,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,0.0,2004-07-07,1000,BOSTON,0,0,0,,1905-07-11,1985-07-11,0,,0,0,0,0,0,0,0,0,0,0,900,2006-04-15,0,0,1,1,0,,,,,,,,,,,,,44547,5
71000434,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,0.0,1989-06-01,5000,VELVET GRIP,0,0,0,,1905-07-04,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44363,5
71000451,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,DATA BASE MAINTENANCE SECTION,0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,0.0,1991-03-26,5000,ANTIPHLOGISTINE,0,0,0,,1905-07-04,1985-07-04,0,1949-02-22,1,0,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44419,5
71000470,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,,2014-11-29,1000,INGERSOLL,0,0,0,,1905-07-11,2015-07-11,0,1965-10-05,1,1,0,0,0,1,0,0,0,0,800,2014-11-29,0,0,1,1,0,,,,,,,,,,,,,44586,5
71000481,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-05,0,0,0,0,0.0,1989-06-01,1000,SAPONIFIER,0,0,0,,1905-08-01,1985-08-01,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,45042,5
71000492,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,1000,PRESERVO,0,0,0,,1905-08-29,1985-08-29,0,1948-05-25,1,1,0,0,0,1,0,0,0,0,900,1986-03-19,0,0,1,1,0,,,,,,,,,,,,,45831,5
71000507,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,5000,LORD CALVERT,0,0,0,,1905-08-08,1985-08-08,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,45125,5
71000512,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,1000,VESPER,0,0,0,,1905-07-04,,1,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44372,5
71000520,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,1000,NEUROSINE,0,0,0,,1905-07-04,1985-07-04,0,1948-12-07,1,1,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44421,5
71000564,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,1000,MATCHLESS,0,0,0,,1905-10-10,1985-10-10,0,1948-07-06,1,1,0,0,0,1,0,0,0,0,900,1986-03-19,0,0,1,1,0,,,,,,,,,,,,,46848,5
71000587,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,2001-10-18,5S09,KODOL,0,0,0,,1905-08-22,1985-08-22,0,1949-06-28,1,1,0,0,0,1,0,0,0,0,900,2006-05-27,0,0,1,1,0,,,,,,,,,,,,,45473,5
71000604,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,2004-06-23,5R09,MANZAN,0,0,0,,1905-08-08,1985-08-08,0,1949-06-28,1,1,0,0,0,1,0,0,0,0,900,2006-05-13,0,0,1,1,0,,,,,,,,,,,,,45170,5
71000610,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,5000,VICTOR,0,0,0,,1906-02-06,1966-02-06,0,1948-08-31,1,1,0,0,0,1,0,0,0,0,900,1986-07-18,0,0,1,1,0,,,,,,,,,,,,,49479,5
71000622,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,5000,RATIONAL,0,0,0,,1905-07-11,1985-07-11,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44559,5
71000623,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,1000,SIR PRIZE,0,0,0,,1905-07-11,1985-07-11,0,,0,0,0,0,0,0,0,0,0,0,900,1986-06-06,0,0,1,1,0,,,,,,,,,,,,,44488,5
71000624,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1989-06-01,5000,COSMEON,0,0,0,,1905-07-11,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-06-06,0,0,1,1,0,,,,,,,,,,,,,44489,5
71000626,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,2000-03-10,5W23,OIL OF GLADNESS,0,0,0,,1906-10-30,,0,,0,0,0,0,0,0,0,0,0,0,900,2000-12-15,0,0,1,1,0,,,,,,,,,,,,,57002,5
71000654,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-06,0,0,0,0,0.0,1994-03-04,1000,PURINA,0,0,0,,1907-03-05,1967-03-05,0,1955-01-11,1,1,0,0,0,1,0,0,0,0,900,1988-12-28,0,0,1,1,0,,,,,,,,,,,,0.0,61057,5
71000657,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,1989-06-01,3000,SANMETTO,0,0,0,,1905-08-29,1985-08-29,0,,0,0,0,0,0,0,0,0,0,0,900,1980-09-08,0,0,1,1,0,,,,,,,,,,,,,45923,5
71000665,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,2004-07-07,5S07,VASELINE,0,0,0,,1905-07-25,1985-07-25,0,,0,0,0,0,0,0,0,0,0,0,900,2006-04-29,0,0,1,1,0,,,,,,,,,,,,,44790,5
71000666,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,2004-06-23,5R11,BLUE SEAL,0,0,0,,1905-08-08,1985-08-08,0,1965-09-07,1,1,0,0,0,1,0,0,0,0,900,2006-05-13,0,0,1,1,0,,,,,,,,,,,,,45138,5
71000669,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,1989-06-01,3000,KNABE,0,0,0,,1905-08-01,,0,1950-03-14,1,1,0,0,0,1,0,0,0,0,900,1986-01-21,0,0,1,1,0,,,,,,,,,,,,,45057,5
71000670,,,0,0,0,0,2.0,2020-03-16,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,,2009-02-04,5000,WM. KNABE & CO.,0,0,0,,1905-07-18,2005-07-18,0,1950-03-14,1,1,0,0,0,1,0,0,0,0,710,2020-03-16,0,0,1,1,0,,,,,,,,,,,,,44725,5
71000671,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,1989-06-01,5000,MIGNON,0,0,0,,1905-08-01,1985-08-01,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,45058,5
71000697,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,1989-06-01,1000,EMPIRE,0,0,0,,1905-07-25,1985-07-25,0,1948-10-12,1,1,0,0,0,1,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44816,5
71000698,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,1989-06-01,3000,CHICKERING,0,0,0,,1905-08-29,1965-08-29,0,1949-07-19,1,0,0,0,0,1,0,0,0,0,900,1986-01-21,0,0,1,1,0,,,,,,,,,,,,,45855,5
71000701,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1905-04-07,0,0,0,0,0.0,1989-06-01,5000,DUX,0,0,0,,1905-07-11,1985-07-11,0,,0,0,0,0,0,0,0,0,0,0,900,1986-03-17,0,0,1,1,0,,,,,,,,,,,,,44490,5
